Epoch: [0][1920/9537], lr: 0.01000	Time 0.230 (0.234)	Data 0.000 (0.002)	Loss 4.7760 (5.3220)	Prec@1 0.000 (0.937)	Prec@5 0.000 (4.997)
Epoch: [0][1940/9537], lr: 0.01000	Time 0.231 (0.234)	Data 0.000 (0.002)	Loss 4.7328 (5.3171)	Prec@1 0.000 (0.927)	Prec@5 0.000 (4.946)
Epoch: [0][1960/9537], lr: 0.01000	Time 0.233 (0.234)	Data 0.000 (0.002)	Loss 4.4676 (5.3139)	Prec@1 0.000 (0.918)	Prec@5 0.000 (4.895)
Epoch: [0][1980/9537], lr: 0.01000	Time 0.231 (0.234)	Data 0.000 (0.002)	Loss 4.3967 (5.3099)	Prec@1 0.000 (0.909)	Prec@5 0.000 (4.846)
Epoch: [0][2000/9537], lr: 0.01000	Time 0.231 (0.234)	Data 0.000 (0.002)	Loss 5.7498 (5.3051)	Prec@1 0.000 (0.900)	Prec@5 0.000 (4.848)
Epoch: [0][2020/9537], lr: 0.01000	Time 0.231 (0.234)	Data 0.000 (0.002)	Loss 5.3136 (5.3011)	Prec@1 0.000 (0.891)	Prec@5 0.000 (4.899)
Epoch: [0][2040/9537], lr: 0.01000	Time 0.234 (0.234)	Data 0.000 (0.002)	Loss 4.4065 (5.2976)	Prec@1 0.000 (0.882)	Prec@5 0.000 (4.900)
Epoch: [0][2060/9537], lr: 0.01000	Time 0.229 (0.234)	Data 0.000 (0.002)	Loss 5.1010 (5.2946)	Prec@1 0.000 (0.873)	Prec@5 0.000 (4.852)
Epoch: [0][2080/9537], lr: 0.01000	Time 0.231 (0.234)	Data 0.000 (0.002)	Loss 3.9841 (5.2884)	Prec@1 0.000 (0.913)	Prec@5 0.000 (4.901)
Epoch: [0][2100/9537], lr: 0.01000	Time 0.234 (0.234)	Data 0.000 (0.002)	Loss 4.5491 (5.2832)	Prec@1 0.000 (0.904)	Prec@5 0.000 (4.950)
Epoch: [0][2120/9537], lr: 0.01000	Time 0.235 (0.234)	Data 0.000 (0.002)	Loss 4.4566 (5.2776)	Prec@1 0.000 (0.896)	Prec@5 0.000 (4.950)
Epoch: [0][2140/9537], lr: 0.01000	Time 0.231 (0.234)	Data 0.000 (0.002)	Loss 3.5855 (5.2759)	Prec@1 0.000 (0.887)	Prec@5 100.000 (4.998)
Epoch: [0][2160/9537], lr: 0.01000	Time 0.229 (0.234)	Data 0.000 (0.002)	Loss 3.8166 (5.2743)	Prec@1 0.000 (0.925)	Prec@5 100.000 (5.044)
Epoch: [0][2180/9537], lr: 0.01000	Time 0.234 (0.234)	Data 0.000 (0.002)	Loss 4.9151 (5.2691)	Prec@1 0.000 (0.963)	Prec@5 0.000 (5.089)
Epoch: [0][2200/9537], lr: 0.01000	Time 0.232 (0.234)	Data 0.000 (0.002)	Loss 2.8971 (5.2630)	Prec@1 100.000 (1.000)	Prec@5 100.000 (5.179)
Epoch: [0][2220/9537], lr: 0.01000	Time 0.231 (0.234)	Data 0.000 (0.002)	Loss 5.5822 (5.2594)	Prec@1 0.000 (0.991)	Prec@5 0.000 (5.178)
Epoch: [0][2240/9537], lr: 0.01000	Time 0.230 (0.234)	Data 0.000 (0.002)	Loss 3.8808 (5.2555)	Prec@1 0.000 (0.982)	Prec@5 0.000 (5.132)
Epoch: [0][2260/9537], lr: 0.01000	Time 0.234 (0.234)	Data 0.000 (0.002)	Loss 4.3210 (5.2515)	Prec@1 0.000 (0.973)	Prec@5 0.000 (5.086)
Epoch: [0][2280/9537], lr: 0.01000	Time 0.232 (0.234)	Data 0.000 (0.002)	Loss 4.8934 (5.2484)	Prec@1 0.000 (0.964)	Prec@5 0.000 (5.042)
Epoch: [0][2300/9537], lr: 0.01000	Time 0.230 (0.234)	Data 0.000 (0.001)	Loss 4.9455 (5.2428)	Prec@1 0.000 (1.000)	Prec@5 0.000 (5.085)
Epoch: [0][2320/9537], lr: 0.01000	Time 0.231 (0.234)	Data 0.000 (0.001)	Loss 5.2839 (5.2408)	Prec@1 0.000 (0.991)	Prec@5 0.000 (5.041)
Epoch: [0][2340/9537], lr: 0.01000	Time 0.233 (0.234)	Data 0.000 (0.001)	Loss 4.7017 (5.2386)	Prec@1 0.000 (0.982)	Prec@5 0.000 (4.998)
Epoch: [0][2360/9537], lr: 0.01000	Time 0.228 (0.234)	Data 0.000 (0.001)	Loss 5.3540 (5.2354)	Prec@1 0.000 (1.017)	Prec@5 0.000 (5.083)
Epoch: [0][2380/9537], lr: 0.01000	Time 0.245 (0.234)	Data 0.000 (0.001)	Loss 4.3020 (5.2332)	Prec@1 0.000 (1.008)	Prec@5 0.000 (5.040)
Epoch: [0][2400/9537], lr: 0.01000	Time 0.236 (0.234)	Data 0.000 (0.001)	Loss 4.4793 (5.2298)	Prec@1 0.000 (1.041)	Prec@5 0.000 (5.040)
Epoch: [0][2420/9537], lr: 0.01000	Time 0.233 (0.234)	Data 0.000 (0.001)	Loss 4.5309 (5.2259)	Prec@1 0.000 (1.074)	Prec@5 0.000 (5.081)
Epoch: [0][2440/9537], lr: 0.01000	Time 0.231 (0.234)	Data 0.000 (0.001)	Loss 4.6700 (5.2238)	Prec@1 0.000 (1.065)	Prec@5 0.000 (5.039)
Epoch: [0][2460/9537], lr: 0.01000	Time 0.230 (0.234)	Data 0.000 (0.001)	Loss 4.6572 (5.2197)	Prec@1 0.000 (1.097)	Prec@5 0.000 (5.079)
Epoch: [0][2480/9537], lr: 0.01000	Time 0.229 (0.234)	Data 0.000 (0.001)	Loss 5.1510 (5.2165)	Prec@1 0.000 (1.088)	Prec@5 0.000 (5.038)
